"workerid","domain","condition","item","lowers","uppers","responses"
"177","age","posterior","college student",85,NA,0
"178","age","prior","new parent",0,5,0
"178","age","prior","new parent",5,10,0
"178","age","prior","new parent",10,15,0.06
"178","age","prior","new parent",15,20,0.3
"178","age","prior","new parent",20,25,0.62
"178","age","prior","new parent",25,30,0.74
"178","age","prior","new parent",30,35,0.57
"178","age","prior","new parent",35,40,0.42
"178","age","prior","new parent",40,45,0.14
"178","age","prior","new parent",45,50,0.06
"178","age","prior","new parent",50,55,0.1
"178","age","prior","new parent",55,60,0.08
"178","age","prior","new parent",60,65,0.06
"178","age","prior","new parent",65,70,0
"178","age","prior","new parent",70,75,0
"178","age","prior","new parent",75,80,0
"178","age","prior","new parent",80,85,0
"178","age","prior","new parent",85,NA,0
"179","age","prior","new parent",0,5,0
"179","age","prior","new parent",5,10,0
"179","age","prior","new parent",10,15,0.05
"179","age","prior","new parent",15,20,0.33
"179","age","prior","new parent",20,25,0.47
"179","age","prior","new parent",25,30,0.58
"179","age","prior","new parent",30,35,0.6
"179","age","prior","new parent",35,40,0.3
"179","age","prior","new parent",40,45,0.22
"179","age","prior","new parent",45,50,0.17
"179","age","prior","new parent",50,55,0.13
"179","age","prior","new parent",55,60,0.08
"179","age","prior","new parent",60,65,0.02
"179","age","prior","new parent",65,70,0
"179","age","prior","new parent",70,75,0
"179","age","prior","new parent",75,80,0
"179","age","prior","new parent",80,85,0
"179","age","prior","new parent",85,NA,0
"180","age","prior","college student",0,5,0.22
"180","age","prior","college student",5,10,0.15
"180","age","prior","college student",10,15,0.19
"180","age","prior","college student",15,20,0.86
"180","age","prior","college student",20,25,0.84
"180","age","prior","college student",25,30,0.63
"180","age","prior","college student",30,35,0.61
"180","age","prior","college student",35,40,0.2
"180","age","prior","college student",40,45,0.13
"180","age","prior","college student",45,50,0.13
"180","age","prior","college student",50,55,0.1
"180","age","prior","college student",55,60,0.12
"180","age","prior","college student",60,65,0.17
"180","age","prior","college student",65,70,0.27
"180","age","prior","college student",70,75,0.21
"180","age","prior","college student",75,80,0.17
"180","age","prior","college student",80,85,0.08
"180","age","prior","college student",85,NA,0.03
"181","age","posterior","New Yorker",0,5,0.41
"181","age","posterior","New Yorker",5,10,0.3
"181","age","posterior","New Yorker",10,15,0.26
"181","age","posterior","New Yorker",15,20,0.24
"181","age","posterior","New Yorker",20,25,0.23
"181","age","posterior","New Yorker",25,30,0.19
"181","age","posterior","New Yorker",30,35,0.19
"181","age","posterior","New Yorker",35,40,0.64
"181","age","posterior","New Yorker",40,45,0.81
"181","age","posterior","New Yorker",45,50,0.81
"181","age","posterior","New Yorker",50,55,0.81
"181","age","posterior","New Yorker",55,60,0.71
"181","age","posterior","New Yorker",60,65,0.62
"181","age","posterior","New Yorker",65,70,0.86
"181","age","posterior","New Yorker",70,75,0.74
"181","age","posterior","New Yorker",75,80,0.77
"181","age","posterior","New Yorker",80,85,0.73
"181","age","posterior","New Yorker",85,NA,0.78
"182","age","posterior","college student",0,5,0
"182","age","posterior","college student",5,10,0
"182","age","posterior","college student",10,15,0
"182","age","posterior","college student",15,20,0
"182","age","posterior","college student",20,25,0.47
"182","age","posterior","college student",25,30,0.54
"182","age","posterior","college student",30,35,0.83
"182","age","posterior","college student",35,40,0.9
"182","age","posterior","college student",40,45,0.91
"182","age","posterior","college student",45,50,1
"182","age","posterior","college student",50,55,1
"182","age","posterior","college student",55,60,1
"182","age","posterior","college student",60,65,1
"182","age","posterior","college student",65,70,1
"182","age","posterior","college student",70,75,0.99
"182","age","posterior","college student",75,80,0.99
"182","age","posterior","college student",80,85,1
"182","age","posterior","college student",85,NA,0.99
"183","age","prior","new parent",0,5,0
"183","age","prior","new parent",5,10,0
"183","age","prior","new parent",10,15,0
"183","age","prior","new parent",15,20,0.93
"183","age","prior","new parent",20,25,1
"183","age","prior","new parent",25,30,1
"183","age","prior","new parent",30,35,1
"183","age","prior","new parent",35,40,0.9
"183","age","prior","new parent",40,45,0.49
"183","age","prior","new parent",45,50,0.24
"183","age","prior","new parent",50,55,0.1
"183","age","prior","new parent",55,60,0.05
"183","age","prior","new parent",60,65,0
"183","age","prior","new parent",65,70,0
"183","age","prior","new parent",70,75,0
"183","age","prior","new parent",75,80,0
"183","age","prior","new parent",80,85,0
"183","age","prior","new parent",85,NA,0
"184","age","prior","New Yorker",0,5,0.25
"184","age","prior","New Yorker",5,10,0.21
"184","age","prior","New Yorker",10,15,0.49
"184","age","prior","New Yorker",15,20,0.5
"184","age","prior","New Yorker",20,25,0.5
"184","age","prior","New Yorker",25,30,0.5
"184","age","prior","New Yorker",30,35,0.5
"184","age","prior","New Yorker",35,40,0.5
"184","age","prior","New Yorker",40,45,0.49
"184","age","prior","New Yorker",45,50,0.5
"184","age","prior","New Yorker",50,55,0.5
"184","age","prior","New Yorker",55,60,0.5
"184","age","prior","New Yorker",60,65,0.5
"184","age","prior","New Yorker",65,70,0.5
"184","age","prior","New Yorker",70,75,0.5
"184","age","prior","New Yorker",75,80,0.5
"184","age","prior","New Yorker",80,85,0.5
"184","age","prior","New Yorker",85,NA,0.5
"185","age","posterior","new parent",0,5,0
"185","age","posterior","new parent",5,10,0.04
"185","age","posterior","new parent",10,15,0.04
"185","age","posterior","new parent",15,20,0.03
"185","age","posterior","new parent",20,25,0.04
"185","age","posterior","new parent",25,30,0.15
"185","age","posterior","new parent",30,35,0.27
"185","age","posterior","new parent",35,40,0.82
"185","age","posterior","new parent",40,45,0.84
"185","age","posterior","new parent",45,50,0.72
"185","age","posterior","new parent",50,55,0.27
"185","age","posterior","new parent",55,60,0.23
"185","age","posterior","new parent",60,65,0.24
"185","age","posterior","new parent",65,70,0.02
"185","age","posterior","new parent",70,75,0.01
"185","age","posterior","new parent",75,80,0.01
"185","age","posterior","new parent",80,85,0.01
"185","age","posterior","new parent",85,NA,0
"186","age","prior","new parent",0,5,0
"186","age","prior","new parent",5,10,0
"186","age","prior","new parent",10,15,0
"186","age","prior","new parent",15,20,0.36
"186","age","prior","new parent",20,25,0.7
"186","age","prior","new parent",25,30,1
"186","age","prior","new parent",30,35,1
"186","age","prior","new parent",35,40,0.81
"186","age","prior","new parent",40,45,0.51
"186","age","prior","new parent",45,50,0.23
"186","age","prior","new parent",50,55,0.27
"186","age","prior","new parent",55,60,0.19
"186","age","prior","new parent",60,65,0.1
"186","age","prior","new parent",65,70,0.02
"186","age","prior","new parent",70,75,0
"186","age","prior","new parent",75,80,0
"186","age","prior","new parent",80,85,0
"186","age","prior","new parent",85,NA,0
"187","age","posterior","new parent",0,5,0
"187","age","posterior","new parent",5,10,0
"187","age","posterior","new parent",10,15,0
"187","age","posterior","new parent",15,20,0.06
"187","age","posterior","new parent",20,25,0.17
"187","age","posterior","new parent",25,30,0.34
"187","age","posterior","new parent",30,35,0.47
"187","age","posterior","new parent",35,40,0.55
"187","age","posterior","new parent",40,45,0.61
"187","age","posterior","new parent",45,50,0.65
"187","age","posterior","new parent",50,55,0.63
"187","age","posterior","new parent",55,60,0.58
"187","age","posterior","new parent",60,65,0.55
"187","age","posterior","new parent",65,70,0.51
"187","age","posterior","new parent",70,75,0.47
"187","age","posterior","new parent",75,80,0.42
"187","age","posterior","new parent",80,85,0.38
"187","age","posterior","new parent",85,NA,0.34
"188","age","prior","college student",0,5,0
"188","age","prior","college student",5,10,0
"188","age","prior","college student",10,15,0.02
"188","age","prior","college student",15,20,0.39
"188","age","prior","college student",20,25,0.66
"188","age","prior","college student",25,30,0.47
"188","age","prior","college student",30,35,0.12
"188","age","prior","college student",35,40,0.05
"188","age","prior","college student",40,45,0.04
"188","age","prior","college student",45,50,0.01
"188","age","prior","college student",50,55,0.01
"188","age","prior","college student",55,60,0
"188","age","prior","college student",60,65,0
"188","age","prior","college student",65,70,0
"188","age","prior","college student",70,75,0
"188","age","prior","college student",75,80,0
"188","age","prior","college student",80,85,0
"188","age","prior","college student",85,NA,0
"189","age","prior","New Yorker",0,5,0.22
"189","age","prior","New Yorker",5,10,0.27
"189","age","prior","New Yorker",10,15,0.35
"189","age","prior","New Yorker",15,20,0.64
"189","age","prior","New Yorker",20,25,0.73
"189","age","prior","New Yorker",25,30,0.69
"189","age","prior","New Yorker",30,35,0.85
"189","age","prior","New Yorker",35,40,0.79
"189","age","prior","New Yorker",40,45,0.78
"189","age","prior","New Yorker",45,50,0.81
"189","age","prior","New Yorker",50,55,0.71
"189","age","prior","New Yorker",55,60,0.65
"189","age","prior","New Yorker",60,65,0.34
"189","age","prior","New Yorker",65,70,0.26
"189","age","prior","New Yorker",70,75,0.2
"189","age","prior","New Yorker",75,80,0.14
"189","age","prior","New Yorker",80,85,0.12
"189","age","prior","New Yorker",85,NA,0.1
"190","age","posterior","New Yorker",0,5,0
"190","age","posterior","New Yorker",5,10,0
"190","age","posterior","New Yorker",10,15,0
"190","age","posterior","New Yorker",15,20,0
"190","age","posterior","New Yorker",20,25,0
"190","age","posterior","New Yorker",25,30,0.07
"190","age","posterior","New Yorker",30,35,0.32
"190","age","posterior","New Yorker",35,40,0.5
"190","age","posterior","New Yorker",40,45,0.65
"190","age","posterior","New Yorker",45,50,0.72
"190","age","posterior","New Yorker",50,55,0.71
"190","age","posterior","New Yorker",55,60,0.74
"190","age","posterior","New Yorker",60,65,0.8
"190","age","posterior","New Yorker",65,70,0.72
"190","age","posterior","New Yorker",70,75,0.62
"190","age","posterior","New Yorker",75,80,0.45
"190","age","posterior","New Yorker",80,85,0.46
"190","age","posterior","New Yorker",85,NA,0.42
"191","age","prior","college student",0,5,0.02
"191","age","prior","college student",5,10,0.01
"191","age","prior","college student",10,15,0.04
"191","age","prior","college student",15,20,0.71
"191","age","prior","college student",20,25,0.72
"191","age","prior","college student",25,30,0.55
"191","age","prior","college student",30,35,0.3
"191","age","prior","college student",35,40,0.19
"191","age","prior","college student",40,45,0.14
"191","age","prior","college student",45,50,0.14
"191","age","prior","college student",50,55,0.11
"191","age","prior","college student",55,60,0.09
"191","age","prior","college student",60,65,0.06
"191","age","prior","college student",65,70,0.06
"191","age","prior","college student",70,75,0.05
"191","age","prior","college student",75,80,0.04
"191","age","prior","college student",80,85,0.04
"191","age","prior","college student",85,NA,0.04
"192","age","prior","new parent",0,5,0
"192","age","prior","new parent",5,10,0
"192","age","prior","new parent",10,15,0.19
"192","age","prior","new parent",15,20,0.28
"192","age","prior","new parent",20,25,0.48
"192","age","prior","new parent",25,30,0.66
"192","age","prior","new parent",30,35,0.65
"192","age","prior","new parent",35,40,0.34
"192","age","prior","new parent",40,45,0.17
"192","age","prior","new parent",45,50,0
"192","age","prior","new parent",50,55,0
"192","age","prior","new parent",55,60,0
"192","age","prior","new parent",60,65,0
"192","age","prior","new parent",65,70,0
"192","age","prior","new parent",70,75,0
"192","age","prior","new parent",75,80,0
"192","age","prior","new parent",80,85,0
"192","age","prior","new parent",85,NA,0
"193","age","prior","new parent",0,5,0.02
"193","age","prior","new parent",5,10,0.01
"193","age","prior","new parent",10,15,0.03
"193","age","prior","new parent",15,20,0.5
"193","age","prior","new parent",20,25,0.98
"193","age","prior","new parent",25,30,0.98
"193","age","prior","new parent",30,35,0.86
"193","age","prior","new parent",35,40,0.68
"193","age","prior","new parent",40,45,0.5
"193","age","prior","new parent",45,50,0.5
"193","age","prior","new parent",50,55,0.02
"193","age","prior","new parent",55,60,0.03
