"workerid","reward","comments","age","language","qNumber","qtype","dollar_amount","sigs","object","response","rt","level","id","date","phrasing"
"118_07c","$0.40","""""","""21""","""english""",47,"inductive",190,3,"coffee maker",5,2895,NA,"07c","2014 February 6 5am",NA
"118_07c","$0.40","""""","""21""","""english""",48,"inductive",1950,3,"watch",5,1918,NA,"07c","2014 February 6 5am",NA
"118_07c","$0.40","""""","""21""","""english""",49,"inductive",550,1,"laptop",6,2163,NA,"07c","2014 February 6 5am",NA
"118_07c","$0.40","""""","""21""","""english""",50,"concrete",130,1,"sweater",6,1826,NA,"07c","2014 February 6 5am",NA
"118_07c","$0.40","""""","""21""","""english""",51,"inductive",0.63,0.01,"coffee maker",8,2181,NA,"07c","2014 February 6 5am",NA
"118_07c","$0.40","""""","""21""","""english""",52,"concrete",2700,3,"watch",6,1832,NA,"07c","2014 February 6 5am",NA
"118_07c","$0.40","""""","""21""","""english""",53,"concrete",300,2,"headphones",6,1871,NA,"07c","2014 February 6 5am",NA
"118_07c","$0.40","""""","""21""","""english""",54,"concrete",300,4,"sweater",7,1653,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",0,"inductive",6,0.01,"laptop",8,13531,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",1,"inductive",30,0.5,"coffee maker",4,6380,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",2,"inductive",250,3,"headphones",2,7025,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",3,"inductive",20,0.5,"sweater",8,5763,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",4,"concrete",3450,4,"laptop",9,12154,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",5,"inductive",1950,3,"watch",4,7613,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",6,"inductive",650,1,"watch",5,6937,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",7,"inductive",550,1,"laptop",6,12970,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",8,"inductive",130,2,"coffee maker",4,11446,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",9,"inductive",0.63,0.01,"coffee maker",9,8173,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",10,"inductive",100,2,"sweater",7,4932,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",11,"concrete",1200,0,"laptop",8,7324,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",12,"inductive",350,0.5,"watch",6,47470,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",13,"inductive",5,0.1,"sweater",8,9596,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",14,"concrete",700,0,"watch",8,7846,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",15,"inductive",0.79,0.01,"headphones",9,6783,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",16,"inductive",1150,2,"laptop",4,7051,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",17,"concrete",2900,3,"laptop",9,6372,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",18,"inductive",300,0.5,"laptop",7,5313,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",19,"inductive",40,0.5,"headphones",7,8299,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",20,"inductive",150,3,"sweater",6,36932,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",21,"concrete",2350,2,"laptop",9,3913,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",22,"concrete",120,0,"headphones",7,10265,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",23,"concrete",300,2,"headphones",9,21550,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",24,"inductive",190,3,"coffee maker",7,14142,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",25,"concrete",450,4,"headphones",9,4458,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",26,"concrete",350,3,"headphones",9,4387,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",27,"inductive",60,1,"coffee maker",7,6233,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",28,"inductive",50,1,"sweater",7,5613,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",29,"concrete",250,2,"coffee maker",9,5624,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",30,"concrete",350,4,"coffee maker",9,4832,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",31,"inductive",80,1,"headphones",7,6860,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",32,"inductive",70,0.1,"watch",6,6924,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",33,"concrete",1800,1,"laptop",8,4001,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",34,"concrete",200,1,"headphones",7,16923,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",35,"inductive",1700,3,"laptop",4,11878,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",36,"inductive",1300,2,"watch",5,6563,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",37,"concrete",130,1,"sweater",9,5062,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",38,"concrete",180,2,"sweater",9,3564,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",39,"concrete",120,0,"coffee maker",6,5453,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",40,"concrete",300,4,"sweater",9,6172,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",41,"inductive",160,2,"headphones",6,7569,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",42,"concrete",2050,2,"watch",9,5332,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",43,"inductive",60,0.1,"laptop",8,5033,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",44,"inductive",8,0.1,"headphones",9,6892,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",45,"concrete",2700,3,"watch",9,4612,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",46,"concrete",250,3,"sweater",9,4268,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",47,"concrete",300,3,"coffee maker",9,4815,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",48,"inductive",6,0.1,"coffee maker",9,6241,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",49,"concrete",1400,1,"watch",9,4924,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",50,"inductive",0.49,0.01,"sweater",9,6309,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",51,"concrete",180,1,"coffee maker",8,6423,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",52,"inductive",7,0.01,"watch",9,45890,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",53,"concrete",3350,4,"watch",9,4063,NA,"07c","2014 February 6 5am",NA
"119_07c","$0.40","""None+at+this+time.""","""30""","""English""",54,"concrete",80,0,"sweater",6,7104,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",0,"inductive",160,2,"headphones",1,58362,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",1,"concrete",3450,4,"laptop",8,10547,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",2,"concrete",350,3,"headphones",8,6343,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",3,"inductive",190,3,"coffee maker",1,10407,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",4,"concrete",3350,4,"watch",8,6469,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",5,"concrete",130,1,"sweater",7,6953,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",6,"inductive",40,0.5,"headphones",2,10813,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",7,"inductive",50,1,"sweater",3,6422,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",8,"inductive",150,3,"sweater",4,6157,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",9,"concrete",250,3,"sweater",8,8329,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",10,"concrete",350,4,"coffee maker",8,7439,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",11,"inductive",1300,2,"watch",3,11906,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",12,"concrete",2050,2,"watch",8,4687,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",13,"inductive",100,2,"sweater",3,6766,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",14,"inductive",70,0.1,"watch",3,8688,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",15,"concrete",450,4,"headphones",8,8047,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",16,"inductive",0.63,0.01,"coffee maker",9,7359,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",17,"inductive",30,0.5,"coffee maker",3,9798,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",18,"inductive",130,2,"coffee maker",4,7735,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",19,"concrete",120,0,"coffee maker",8,4281,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",20,"concrete",80,0,"sweater",7,7407,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",21,"inductive",250,3,"headphones",1,9313,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",22,"concrete",2900,3,"laptop",8,3484,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",23,"concrete",300,2,"headphones",8,3938,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",24,"inductive",60,0.1,"laptop",3,11814,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",25,"inductive",80,1,"headphones",2,15626,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",26,"concrete",300,3,"coffee maker",8,3937,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",27,"inductive",20,0.5,"sweater",3,12828,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",28,"concrete",180,2,"sweater",8,5125,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",29,"inductive",300,0.5,"laptop",3,9798,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",30,"concrete",2700,3,"watch",8,4594,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",31,"inductive",8,0.1,"headphones",4,14375,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",32,"concrete",300,4,"sweater",8,3172,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",33,"inductive",6,0.1,"coffee maker",7,7626,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",34,"inductive",650,1,"watch",2,6907,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",35,"inductive",6,0.01,"laptop",9,5843,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",36,"inductive",5,0.1,"sweater",9,7329,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",37,"inductive",0.79,0.01,"headphones",9,5687,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",38,"concrete",180,1,"coffee maker",8,4690,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",39,"inductive",60,1,"coffee maker",2,5968,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",40,"inductive",350,0.5,"watch",3,7703,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",41,"concrete",2350,2,"laptop",8,3469,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",42,"concrete",1200,0,"laptop",7,4281,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",43,"concrete",200,1,"headphones",8,4641,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",44,"inductive",0.49,0.01,"sweater",9,5766,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",45,"concrete",250,2,"coffee maker",8,4172,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",46,"concrete",1800,1,"laptop",8,3031,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",47,"inductive",550,1,"laptop",2,6282,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",48,"inductive",1150,2,"laptop",2,6048,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",49,"inductive",1700,3,"laptop",2,2781,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",50,"concrete",700,0,"watch",8,12375,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",51,"concrete",120,0,"headphones",8,4515,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",52,"concrete",1400,1,"watch",8,3938,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",53,"inductive",1950,3,"watch",2,5516,NA,"07c","2014 February 6 5am",NA
"70_07c","$0.40","""""","""46""","""Japanese""",54,"inductive",7,0.01,"watch",9,7563,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",0,"inductive",30,0.5,"coffee maker",6,7936,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",1,"inductive",300,0.5,"laptop",7,3485,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",2,"inductive",150,3,"sweater",4,2367,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",3,"inductive",6,0.01,"laptop",9,2976,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",4,"inductive",0.63,0.01,"coffee maker",9,2779,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",5,"inductive",0.49,0.01,"sweater",9,3358,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",6,"inductive",70,0.1,"watch",4,3104,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",7,"concrete",350,3,"headphones",9,2989,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",8,"concrete",700,0,"watch",9,3314,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",9,"concrete",120,0,"headphones",8,2001,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",10,"inductive",60,0.1,"laptop",8,4148,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",11,"concrete",3450,4,"laptop",9,2790,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",12,"concrete",1400,1,"watch",9,2179,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",13,"concrete",2900,3,"laptop",9,2085,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",14,"inductive",250,3,"headphones",3,3800,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",15,"concrete",200,1,"headphones",8,3497,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",16,"concrete",180,1,"coffee maker",8,1941,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",17,"inductive",550,1,"laptop",7,2679,NA,"07c","2014 February 6 5am",NA
"71_07c","$0.40","""Easy%2C+accessible+survey.+No+problems!""","""23""","""English""",18,"inductive",5,0.1,"sweater",9,2894,NA,"07c","2014 February 6 5am",NA
